ACPI Driver Trace Provider,{dab01d4d-2d48-477d-b1c3-daad0ce6f06b}
Microsoft-Windows-NtfsLog_45b301801894333ded2033e33e5c6afc,{45b30180-1894-333d-ed20-33e33e5c6afc}
Microsoft-Windows-NtfsLog_96e877f6340c3ffb9a5394694a1aedf4,{96e877f6-340c-3ffb-9a53-94694a1aedf4}
Microsoft-Windows-NtfsLog_c83e0889d8d138db51a3b5e3960eb478,{c83e0889-d8d1-38db-51a3-b5e3960eb478}
Microsoft-Windows-NtfsLog_d29e5b696edd3b71be0abb027a654f9e,{d29e5b69-6edd-3b71-be0a-bb027a654f9e}
Microsoft-Windows-NTLM,{ac43300d-5fcc-4800-8e99-1bd3f85f0320}
Microsoft-Windows-ntshrui,{676f167f-f72c-446e-a498-eda43319a5e3}
Microsoft-Windows-NvmeDisk,{9799276c-fb04-47e8-845e-36946045c218}
Microsoft-Windows-NWiFi,{0bd3506a-9030-4f76-9b88-3e8fe1f7cfb6}
Microsoft-Windows-OfflineFiles,{95353826-4fbe-41d4-9c42-f521c6e86360}
Microsoft-Windows-OfflineFiles-CscApi,{19ee4cf9-5322-4843-b0d8-bab81be4e81e}
Microsoft-Windows-OfflineFiles-CscDclUser,{d5418619-c167-44d9-bc36-765beb5d55f3}
Microsoft-Windows-OfflineFiles-CscFastSync,{791cd79c-65b5-48a3-804c-786048994f47}
Microsoft-Windows-OfflineFiles-CscNetApi,{361f227c-aa14-4d19-9007-0c8d1a8a541b}
Microsoft-Windows-OfflineFiles-CscService,{89d89015-c0df-414c-bc48-f50e114832bc}
Microsoft-Windows-OfflineFiles-CscUM,{5e23b838-5b71-47e6-b123-6fe02ef573ef}
Microsoft-Windows-OLE-Perf,{84958368-7da7-49a0-b33d-07fabb879626}
Microsoft-Windows-OLEACC,{19d2c934-ee9b-49e5-aaeb-9cce721d2c65}
Microsoft-Windows-OneX,{ab0d8ef9-866d-4d39-b83f-453f3b8f6325}
Microsoft-Windows-OOBE-FirstLogonAnim,{2d4c0c5e-6704-493a-a44b-f5add4fc9283}
Microsoft-Windows-OOBE-Machine-Core,{ec276cde-2a17-473c-a010-2ff78d5426d2}
Microsoft-Windows-OOBE-Machine-DUI,{f5dbaa02-15d6-4644-a784-7032d508bf64}
Microsoft-Windows-OobeLdr,{75ebc33e-8670-4eb6-b535-3b9d6bb222fd}
Microsoft-Windows-osk,{4f768be8-9c69-4bbc-87fc-95291d3f9d0c}
Microsoft-Windows-OtpCredentialProviderEvt,{5cad485a-210f-4c16-80c5-f892de74e28d}
Microsoft-Windows-OverlayFilter,{46c78e5c-a213-46a8-8a6b-622f6916201d}
Microsoft-Windows-ParentalControls,{01090065-b467-4503-9b28-533766761087}
Microsoft-Windows-Partition,{412bdff2-a8c4-470d-8f33-63fe0d8c20e2}
Microsoft-Windows-PCI,{1a9443d4-b099-44d6-8eb1-829b9c2fe290}
Microsoft-Windows-PCRPF,{5909c524-5e57-5275-803f-ddb7b74c52f2}
Microsoft-Windows-PDC,{a6bf0deb-3659-40ad-9f81-e25af62ce3c7}
Microsoft-Windows-PDFReader,{dfa86faa-2c55-4140-bff9-5cc586217a7b}
Microsoft-Windows-PDH,{04d66358-c4a1-419b-8023-23b73902de2c}
Microsoft-Windows-PerceptionRuntime,{add0de40-32b0-4b58-9d5e-938b2f5c1d1f}
Microsoft-Windows-PerceptionSensorDataService,{85be49ea-38f1-4547-a604-80060202fb27}
Microsoft-Windows-PerfDisk,{7f9d83de-8abb-457f-98e8-4ad161449ecc}
Microsoft-Windows-Perflib,{13b197bd-7cee-4b4e-8dd0-59314ce374ce}
Microsoft-Windows-PerfNet,{cab2b8a5-49b9-4eec-b1b0-fac21da05a3b}
Microsoft-Windows-Performance-Recorder-Control,{36b6f488-aad7-48c2-afe3-d4ec2c8b46fa}
Microsoft-Windows-PerfOS,{f82fb576-e941-4956-a2c7-a0cf83f6450a}
Microsoft-Windows-PerfProc,{72d211e1-4c54-4a93-9520-4901681b2271}
Microsoft-Windows-PersistentMemory-Nvdimm,{a7f2235f-be51-51ed-decf-f4498812a9a2}
Microsoft-Windows-PersistentMemory-PmemDisk,{0fa2ee03-1feb-5057-3bb3-eb25521b8482}
Microsoft-Windows-PersistentMemory-Scmbus,{c03715ce-ea6f-5b67-4449-da1d1e1afeb8}
Microsoft-Windows-Photo-Image-Codec,{be3a31ea-aa6c-4196-9dcc-9ca13a49e09f}
Microsoft-Windows-PhotoAcq,{76cfa528-b26e-b773-62d0-9588270442a6}
Microsoft-Windows-PktMon,{4d4f80d9-c8bd-4d73-bb5b-19c90402c5ac}
Microsoft-Windows-PlayToManager,{bb311100-2d9f-4cd3-b2d6-f4ea3839c548}
Microsoft-Windows-PortableDeviceStatusProvider,{8c63b5a5-b484-4381-892d-edd424582df7}
Microsoft-Windows-PortableDeviceSyncProvider,{a3e1697b-a12c-46b9-84d1-7ffe73c4b678}
Microsoft-Windows-Power-CAD,{daba4d32-cc40-4266-bb95-c30344dbc680}
Microsoft-Windows-Power-Meter-Polling,{306c4e0b-e148-543d-315b-c618eb93157c}
Microsoft-Windows-Power-Troubleshooter,{cdc05e28-c449-49c6-b9d2-88cf761644df}
Microsoft-Windows-PowerCfg,{9f0c4ea8-ec01-4200-a00d-b9701cbea5d8}
Microsoft-Windows-PowerCpl,{b1f90b27-4551-49d6-b2bd-dfc6453762a6}
Microsoft-Windows-PowerShell,{a0c1853b-5c40-4b15-8766-3cf1c58f985a}
Microsoft-Windows-PowerShell-DesiredStateConfiguration-FileDownloadManager,{aaf67066-0bf8-469f-ab76-275590c434ee}
Microsoft-Windows-PrintBRM,{cf3f502e-b40d-4071-996f-00981edf938e}
Microsoft-Windows-PrintService,{747ef6fd-e535-4d16-b510-42c90f6873a1}
Microsoft-Windows-PrintService-USBMon,{7f812073-b28d-4afc-9ced-b8010f914ef6}
Microsoft-Windows-Privacy-Auditing,{d67fbb76-d18a-5ae3-24a3-8c1db52d6c62}
Microsoft-Windows-Privacy-Auditing-Activity-History-Privacy-Settings,{63dd5dfb-2488-5e1f-7895-d49ff5bc7125}
Microsoft-Windows-Privacy-Auditing-CPSS,{15f4cd44-ca53-5422-db17-4e76821b5a69}
Microsoft-Windows-Privacy-Auditing-DiagnosticData,{d3610dca-4501-5a5d-21a7-30ca91130711}
Microsoft-Windows-Privacy-Auditing-OneSettingsClient,{23f0f2c7-c77c-51ee-0ac1-5ac7796a85df}
Microsoft-Windows-Privacy-Auditing-PermissiveLearningMode,{811a1ddb-2e69-5f25-adc0-4b186170e760}
Microsoft-Windows-Privacy-Auditing-TailoredExperiences,{1bd672b8-445e-53fc-35ef-09f53672c385}
Microsoft-Windows-ProcessExitMonitor,{fd771d53-8492-4057-8e35-8c02813af49b}
Microsoft-Windows-Processor-Aggregator,{cba16cf2-2fab-49f8-89ae-894e718649e7}
Microsoft-Windows-ProcessStateManager,{d49918cf-9489-4bf1-9d7b-014d864cf71f}
Microsoft-Windows-Program-Compatibility-Assistant,{4cb314df-c11f-47d7-9c04-65fb0051561b}
Microsoft-Windows-ProjFS-Filter,{b6d7dc51-78cf-4e85-8bac-488a9f47a0bb}
Microsoft-Windows-Provisioning-Diagnostics-Provider,{ed8b9bd3-f66e-4ff2-b86b-75c7925f72a9}
Microsoft-Windows-Proximity-Common,{28058203-d394-4afc-b2a6-2f9155a3bb95}
Microsoft-Windows-Push-To-Install-Service,{3a718a68-6974-4075-abd3-e8243caef398}
Microsoft-Windows-PushNotifications-Developer,{5cad3597-5fec-4c62-9ce1-9d7abc723d3a}
Microsoft-Windows-PushNotifications-InProc,{815a1f4a-3f8d-4b37-9b31-5142f9d724a5}
Microsoft-Windows-PushNotifications-Platform,{88cd9180-4491-4640-b571-e3bee2527943}
Microsoft-Windows-QoS-Pacer,{914ed502-b70d-4add-b758-95692854f8a3}
Microsoft-Windows-QoS-qWAVE,{6ba132c4-da49-415b-a7f4-31870dc9fe25}
Microsoft-Windows-QoS-WMI-Diag,{725ba9b3-c1f3-4518-af1b-c8d669191e15}
Microsoft-Windows-RadioManager,{92061e3d-21cd-45bc-a3df-0e8ae5e8580a}
Microsoft-Windows-Ras-AgileVpn,{b5325cd6-438e-4ec1-aa46-14f46f2570e4}
Microsoft-Windows-Ras-NdisWanPacketCapture,{d84521f7-2235-4237-a7c0-14e3a9676286}
Microsoft-Windows-RasServer,{29d13147-1c2e-48ec-9994-e29dfe496eb3}
Microsoft-Windows-RasSstp,{6c260f2c-049a-43d8-bf4d-d350a4e6611a}
Microsoft-Windows-Rdp-Graphics-RdpAvenc,{ec7b8a8b-1432-58b3-6025-be73d4ea28ed}
Microsoft-Windows-Rdp-Graphics-RdpLite,{54de4fb6-64d0-5710-3c14-13e4456119ce}
Microsoft-Windows-ReadyBoost,{e6307a09-292c-497e-aad6-498f68e2b619}
Microsoft-Windows-ReadyBoostDriver,{2a274310-42d5-4019-b816-e4b8c7abe95c}
Microsoft-Windows-ReFS,{cd9c6198-bf73-4106-803b-c17d26559018}
Microsoft-Windows-ReFS-v1,{059f0f37-910e-4ff0-a7ee-ae8d49dd319b}
Microsoft-Windows-ReFsDedupSvc,{596cb176-fb71-587a-8ffb-f5cf15ee1e36}
Microsoft-Windows-Remote-FileSystem-Log,{20c46239-d059-4214-a11e-7d6769cbe020}
Microsoft-Windows-Remote-FileSystem-Monitor,{51734b23-5b7e-4892-ba8e-45bc110b735c}
Microsoft-Windows-RemoteApp and Desktop Connections,{1b8b402d-78dc-46fb-bf71-46e64aedf165}
Microsoft-Windows-RemoteAssistance,{5b0a651a-8807-45cc-9656-7579815b6af0}
Microsoft-Windows-RemoteDesktopServices-RdpCoreTS,{1139c61b-b549-4251-8ed3-27250a1edec8}
Microsoft-Windows-RemoteDesktopServices-SessionServices,{f1394de0-32c7-4a76-a6de-b245e48f4615}
Microsoft-Windows-Remotefs-Rdbss,{1a870028-f191-4699-8473-6fcd299eab77}
Microsoft-Windows-RemoteHelp,{8b7587bf-3253-5620-fb1f-625bca71d28d}
Microsoft-Windows-ResetEng,{a4445c76-ed85-c8a3-02c1-532a38614a9e}
Microsoft-Windows-ResetEng-Trace,{7fa514b5-a023-4b62-a6ab-2946a483e065}
Microsoft-Windows-Resource-Exhaustion-Detector,{9988748e-c2e8-4054-85f6-0c3e1cad2470}
Microsoft-Windows-Resource-Exhaustion-Resolver,{91f5fb12-fdea-4095-85d5-614b495cd9de}
Microsoft-Windows-ResourcePublication,{74c2135f-cc76-45c3-879a-ef3bb1eeaf86}
Microsoft-Windows-RestartManager,{0888e5ef-9b98-4695-979d-e92ce4247224}
Microsoft-Windows-RetailDemo,{d3f29eda-805d-428a-9902-b259b937f84b}
Microsoft-Windows-RPC,{6ad52b32-d609-4be9-ae07-ce8dae937e39}
Microsoft-Windows-RPC-Audit,{3c578d57-f85a-5fc9-dea0-8c663ccff942}
Microsoft-Windows-RPC-Events,{f4aed7c7-a898-4627-b053-44a7caa12fcd}
Microsoft-Windows-RPC-FirewallManager,{f997cd11-0fc9-4ab4-acba-bc742a4c0dd3}
Microsoft-Windows-RPC-Proxy-LBS,{272a979b-34b5-48ec-94f5-7225a59c85a0}
Microsoft-Windows-RPCSS,{d8975f88-7ddb-4ed0-91bf-3adf48c48e0c}
Microsoft-Windows-RRAS,{24989972-0967-4e21-a926-93854033638e}
Microsoft-Windows-RTWorkQueue-Extended,{83faaa86-63c8-4dd8-a2da-fbadddfc0655}
Microsoft-Windows-RTWorkQueue-Threading,{e18d0fc9-9515-4232-98e4-89e456d8551b}
Microsoft-Windows-Runtime-Graphics,{fa5cf675-72eb-49e2-b447-de5552faff1c}
Microsoft-Windows-Runtime-Media,{8f0db3a8-299b-4d64-a4ed-907b409d4584}
Microsoft-Windows-Runtime-Networking,{6eb875eb-8f4a-4800-a00b-e484c97d7561}
Microsoft-Windows-Runtime-Networking-BackgroundTransfer,{b9d5b35d-bbb8-4625-9450-f71a5d414f4f}
Microsoft-Windows-Runtime-Web-Http,{41877cb4-11fc-4188-b590-712c143c881d}
Microsoft-Windows-Runtime-WebAPI,{6bd96334-dc49-441a-b9c4-41425ba628d8}
Microsoft-Windows-SAMLIB,{80dd5d4d-edc5-50f4-bf8e-df008b752dd6}
Microsoft-Windows-Schannel-Events,{91cc1150-71aa-47e2-ae18-c96e61736b6f}
Microsoft-Windows-SCPNP,{9f650c63-9409-453c-a652-83d7185a2e83}
Microsoft-Windows-Sdbus,{fe28004e-b08f-4407-92b3-bad3a2c51708}
Microsoft-Windows-Sdstor,{afe654eb-0a83-4eb4-948f-d4510ec39c30}
Microsoft-Windows-Search,{ca4e628d-8567-4896-ab6b-835b221f373f}
Microsoft-Windows-Search-Core,{49c2c27c-fe2d-40bf-8c4e-c3fb518037e7}
Microsoft-Windows-Search-ProfileNotify,{fc6f77dd-769a-470e-bcf9-1b6555a118be}
Microsoft-Windows-Search-ProtocolHandlers,{dab065a9-620f-45ba-b5d6-d6bb8efedee9}
Microsoft-Windows-SEC,{16c6501a-ff2d-46ea-868d-8f96cb0cb52d}
Microsoft-Windows-SEC-WFP,{62834e12-795f-5ab2-b404-8d6d870dbbeb}
Microsoft-Windows-Security-Audit-Configuration-Client,{08466062-aed4-4834-8b04-cddb414504e5}
Microsoft-Windows-Security-Auditing,{54849625-5478-4994-a5ba-3e3b0328c30d}
Microsoft-Windows-Security-EnterpriseData-FileRevocationManager,{2cd58181-0bb6-463e-828a-056ff837f966}
Microsoft-Windows-Security-ExchangeActiveSyncProvisioning,{9249d0d0-f034-402f-a29b-92fa8853d9f3}
Microsoft-Windows-Security-IdentityStore,{00b7e1df-b469-4c69-9c41-53a6576e3dad}
Microsoft-Windows-Security-Isolation-BrokeringFileSystem,{cd8b60a0-2a19-5eb9-564f-6154e2d987f4}
Microsoft-Windows-Security-Kerberos,{98e6cfcb-ee0a-41e0-a57b-622d4e1b30b1}
Microsoft-Windows-Security-LessPrivilegedAppContainer,{45eec9e5-4a1b-5446-7ad8-a4ab1313c437}
Microsoft-Windows-Security-Mitigations,{fae10392-f0af-4ac0-b8ff-9f4d920c3cdf}
Microsoft-Windows-Security-Netlogon,{e5ba83f6-07d0-46b1-8bc7-7e669a1d31dc}
Microsoft-Windows-Security-SPP,{e23b33b0-c8c9-472c-a5f9-f2bdfea0f156}
Microsoft-Windows-Security-SPP-UX,{6bdadc96-673e-468c-9f5b-f382f95b2832}
Microsoft-Windows-Security-SPP-UX-GC,{bbbdd6a3-f35e-449b-a471-4d830c8eda1f}
Microsoft-Windows-Security-SPP-UX-GenuineCenter-Logging,{fb829150-cd7d-44c3-af5b-711a3c31cedc}
Microsoft-Windows-Security-SPP-UX-Notifications,{c4efc9bb-2570-4821-8923-1bad317d2d4b}
Microsoft-Windows-Security-UserConsentVerifier,{40783728-8921-45d0-b231-919037b4b4fd}
Microsoft-Windows-Security-Vault,{e6c92fb8-89d7-4d1f-be46-d56e59804783}
Microsoft-Windows-SecurityMitigationsBroker,{ea8cd8a5-78ff-4418-b292-aadc6a7181df}
Microsoft-Windows-SendTo,{35642cf5-da5e-410b-9d9c-a45f3638042b}
Microsoft-Windows-Sens,{be69781c-b63b-41a1-8e24-a4fc7b3fc498}
Microsoft-Windows-SENSE,{fae96d09-ade1-5223-0098-af7b67348531}
Microsoft-Windows-SenseIR,{b6d775ef-1436-4fe6-bad3-9e436319e218}
Microsoft-Windows-Sensors,{d8900e18-36cb-4548-966f-13f068d1f78e}
Microsoft-Windows-Sensors-Core,{751c292b-23e6-58cf-1fd4-38f8512c66c2}
Microsoft-Windows-Sensors-Core-Performance,{9e051eaa-7fee-4f9f-8897-d86f3692e8af}
Microsoft-Windows-Serial-ClassExtension,{47bc9477-a8ba-452e-b951-4f2ed3593cf9}
Microsoft-Windows-Serial-ClassExtension-V2,{eee173ef-7ed2-45de-9877-01c70a852fbd}
Microsoft-Windows-ServiceReportingApi,{606a6a38-70ec-4309-b3a3-82ff86f73329}
Microsoft-Windows-Services,{0063715b-eeda-4007-9429-ad526f62696e}
Microsoft-Windows-Services-Svchost,{06184c97-5201-480e-92af-3a3626c5b140}
Microsoft-Windows-ServiceTriggerPerfEventProvider,{6545939f-3398-411a-88b7-6a8914b8cec7}
Microsoft-Windows-Servicing,{bd12f3b8-fc40-4a61-a307-b7a013a069c1}
Microsoft-Windows-Setup,{75ebc33e-997f-49cf-b49f-ecc50184b75d}
Microsoft-Windows-SetupCl,{75ebc33e-d017-4d0f-93ab-0b4f86579164}
Microsoft-Windows-SetupPlatform,{530fb9b9-c515-4472-9313-fb346f9255e3}
Microsoft-Windows-SetupQueue,{a615acb9-d5a4-4738-b561-1df301d207f8}
Microsoft-Windows-SetupUGC,{75ebc33e-0870-49e5-bdce-9d7028279489}
Microsoft-Windows-SharedAccess_NAT,{a6f32731-9a38-4159-a220-3d9b7fc5fe5d}
Microsoft-Windows-ShareMedia-ControlPanel,{02012a8a-adf5-4fab-92cb-ccb7bb3e689a}
Microsoft-Windows-Shell-AppWizCpl,{08d945eb-c8bd-44aa-994f-86079d8dce35}
Microsoft-Windows-Shell-AuthUI,{63d2bb1d-e39a-41b8-9a3d-52dd06677588}
Microsoft-Windows-Shell-ConnectedAccountState,{6df57621-e7e4-410f-a7e9-e43eeb61b11f}
Microsoft-Windows-Shell-Core,{30336ed4-e327-447c-9de0-51b652c86108}
Microsoft-Windows-Shell-DefaultPrograms,{65d99466-7a8e-489c-b8e1-962bc945031e}
Microsoft-Windows-Shell-LockScreenContent,{a3c0d58a-9fe5-4f24-a2ce-e16de8baa0d2}
Microsoft-Windows-Shell-OpenWith,{11bd2a68-77ff-4991-9658-f451f2eb6ce1}
Microsoft-Windows-Shell-Shwebsvc,{f61cefc0-aa2e-11da-a746-0800200c9a66}
Microsoft-Windows-Shell-ZipFolder,{1f84007d-19ce-4b15-9e81-8a3dd8eb9ecb}
Microsoft-Windows-ShellCommon-StartLayoutPopulation,{97ca8142-10b1-4baa-9fbb-70a7d11231c3}
Microsoft-Windows-ShellExecute,{382b5e24-181e-417f-a8d6-2155f749e724}
Microsoft-Windows-Shsvcs,{059c3e04-5535-4929-85e1-93030e78f47b}
Microsoft-Windows-SleepStudy,{d37687e7-8bf0-4d11-b589-a7abe080756a}
Microsoft-Windows-SmartCard-Audit,{09ac07b9-6ac9-43bc-a50f-58419a797c69}
Microsoft-Windows-SmartCard-DeviceEnum,{aaeac398-3028-487c-9586-44eacad03637}
Microsoft-Windows-Smartcard-Server,{4fcbf664-a33a-4652-b436-9d558983d955}
Microsoft-Windows-SmartCard-TPM-VCard-Module,{125f2cf1-2768-4d33-976e-527137d080f8}
Microsoft-Windows-Smartcard-Trigger,{aedd909f-41c6-401a-9e41-dfc33006af5d}
Microsoft-Windows-SmartScreen,{3cb2a168-fe34-4a4e-bdad-dcf422f34473}
Microsoft-Windows-SMBClient,{988c59c5-0a1c-45b6-a555-0c62276e327d}
Microsoft-Windows-SMBDirect,{db66ea65-b7bb-4ca9-8748-334cb5c32400}
Microsoft-Windows-SMBServer,{d48ce617-33a2-4bc3-a5c7-11aa4f29619e}
Microsoft-Windows-SMBWitnessClient,{32254f6c-aa33-46f0-a5e3-1cbcc74bf683}
Microsoft-Windows-SmbWmiProvider,{50b9e206-9d55-4092-92e8-f157a8235799}
Microsoft-Windows-SoftwareRestrictionPolicies,{7d29d58a-931a-40ac-8743-48c733045548}
Microsoft-Windows-SPB-ClassExtension,{72cd9ff7-4af8-4b89-aede-5f26fda13567}
Microsoft-Windows-SPB-HIDI2C,{991f8fe6-249d-44d6-b93d-5a3060c1dedb}
Microsoft-Windows-Speech-TTS,{74dcc47a-846e-4c98-9e2c-80043ed82b15}
Microsoft-Windows-Speech-UserExperience,{13480a22-d79f-4334-9d32-aa239398ad3c}
Microsoft-Windows-Spell-Checking,{d0e22efc-ac66-4b25-a72d-382736b5e940}
Microsoft-Windows-SpellChecker,{b2fcd41f-9a40-4150-8c92-b224b7d8c8aa}
Microsoft-Windows-Spellchecking-Host,{1bda2ab1-bbc1-4acb-a849-c0ef2b249672}
Microsoft-Windows-SruMon,{c8dbf506-e3d3-4822-930d-84c557eb6247}
Microsoft-Windows-SrumTelemetry,{48d445a8-2f64-4d49-b093-a5774d8dc531}
Microsoft-Windows-StartNameRes,{277c9237-51d8-5c1c-b089-f02c683e5ba7}
Microsoft-Windows-StartupRepair,{c914f0df-835a-4a22-8c70-732c9a80c634}
Microsoft-Windows-StateRepository,{89592015-d996-4636-8f61-066b5d4dd739}
Microsoft-Windows-stobject,{86133982-63d7-4741-928e-ef1349b80219}
Microsoft-Windows-Storage-Tiering,{4a104570-ec6d-4560-a40f-858fa955e84f}
Microsoft-Windows-Storage-Tiering-IoHeat,{990c55fc-2662-47f6-b7d7-eb3c027cb13f}
Microsoft-Windows-StorageManagement,{7e58e69a-e361-4f06-b880-ad2f4b64c944}
Microsoft-Windows-StorageManagement-PartUtil,{93db76c2-63ab-5de1-88b3-c068686675b8}
Microsoft-Windows-StorageManagement-WSP-Health,{b1f01d1a-ae3a-4940-81ee-ddccbad380ef}
Microsoft-Windows-StorageManagement-WSP-Host,{595f33ea-d4af-4f4d-b4dd-9dacdd17fc6e}
Microsoft-Windows-StorageManagement-WSP-Spaces,{88c09888-118d-48fc-8863-e1c6d39ca4df}
Microsoft-Windows-StorageSettings,{e934e6dd-62be-55d8-1cc8-416d0039498b}
Microsoft-Windows-StorageSpaces-Api,{bcf0c6a7-6130-5208-f27d-fa77a91f12df}
Microsoft-Windows-StorageSpaces-Driver,{595f7f52-c90a-4026-a125-8eb5e083f15e}
Microsoft-Windows-StorageSpaces-ManagementAgent,{aa4c798d-d91b-4b07-a013-787f5803d6fc}
Microsoft-Windows-StorageSpaces-Parser,{5bcf2a5c-2e90-5a03-aa4e-2e459bae21b4}
Microsoft-Windows-StorageSpaces-SpaceManager,{69c8ca7e-1adf-472b-ba4c-a0485986b9f6}
Microsoft-Windows-StorageVolume,{c8127b86-e611-5638-63f4-ae37539084d2}
Microsoft-Windows-StorDiag,{f5d05b38-80a6-4653-825d-c414e4ab3c68}
Microsoft-Windows-Store,{9c2a37f3-e5fd-5cae-bcd1-43dafeee1ff0}
Microsoft-Windows-StorPort,{c4636a1e-7986-4646-bf10-7bc3b4a76e8e}
Microsoft-Windows-Storsvc,{a963a23c-0058-521d-71ec-a1cce6173f21}
Microsoft-Windows-Subsys-Csr,{e8316a2d-0d94-4f52-85dd-1e15b66c5891}
Microsoft-Windows-Subsys-SMSS,{43e63da5-41d1-4fbf-aded-1bbed98fdd1d}
Microsoft-Windows-Sudo,{9d74dc62-b75f-54cd-be9e-c28940b5feed}
Microsoft-Windows-Superfetch,{99806515-9f51-4c2f-b918-1eae407aa8cb}
Microsoft-Windows-Sysprep,{75ebc33e-77b8-4ba8-9474-4f4a9db2f5c6}
Microsoft-Windows-System-Profile-HardwareId,{3419de6d-5d7f-4668-acc8-f80566814d96}
Microsoft-Windows-System-Restore,{126cdb97-d346-4894-8a34-658da5eea1b6}
Microsoft-Windows-SystemEventsBroker,{b6bfcc79-a3af-4089-8d4d-0eecb1b80779}
Microsoft-Windows-SystemSettingsHandlers,{fbbd52e1-df97-529d-4b67-53f67da99a98}
Microsoft-Windows-SystemSettingsThreshold,{8bcdf442-3070-4118-8c94-e8843be363b3}
Microsoft-Windows-TabletPC-InputPanel,{e978f84e-582d-4167-977e-32af52706888}
Microsoft-Windows-TabletPC-MathInput,{8443ccb7-feb0-4b8d-8e28-8d4c7cb814e8}
Microsoft-Windows-TabletPC-MathRecognizer,{bdb462fc-a297-49a2-bf2e-4f1809e12abc}
Microsoft-Windows-TabletPC-Platform-Input-Core,{b5fd844a-01d4-4b10-a57f-58b13b561582}
Microsoft-Windows-TabletPC-Platform-Input-Ninput,{2c3e6d9f-8298-450f-8e5d-49b724f1216f}
Microsoft-Windows-TabletPC-Platform-Input-Wisp,{e5aa2a53-30be-40f5-8d84-ad3f40a404cd}
Microsoft-Windows-TabletPC-Platform-Manipulations,{2fd7a9a5-b1a1-4fc7-b95c-c32fed818f30}
Microsoft-Windows-TaskbarCPL,{05d7b0f0-2121-4eff-bf6b-ed3f69b894d7}
Microsoft-Windows-TaskScheduler,{de7b24ea-73c8-4a09-985d-5bdadcfa9017}
Microsoft-Windows-TCPIP,{2f07e2ee-15db-40f1-90ef-9d7ba282188a}
Microsoft-Windows-TenantRestrictions,{4053fada-178b-5aa8-746b-7cf8538b5118}
Microsoft-Windows-TerminalServices-ClientActiveXCore,{28aa95bb-d444-4719-a36f-40462168127e}
Microsoft-Windows-TerminalServices-ClientUSBDevices,{6e400999-5b82-475f-b800-cef6fe361539}
Microsoft-Windows-TerminalServices-LocalSessionManager,{5d896912-022d-40aa-a3a8-4fa5515c76d7}
Microsoft-Windows-TerminalServices-MediaRedirection,{3f7b2f99-b863-4045-ad05-f6afb62e7af1}
Microsoft-Windows-TerminalServices-PnPDevices,{27a8c1e2-eb19-463e-8424-b399df27a216}
Microsoft-Windows-TerminalServices-Printers,{952773bf-c2b7-49bc-88f4-920744b82c43}
Microsoft-Windows-TerminalServices-RdpSoundDriver,{127e0dc5-e13b-4935-985e-78fd508b1d80}
Microsoft-Windows-TerminalServices-RemoteConnectionManager,{c76baa63-ae81-421c-b425-340b4b24157f}
Microsoft-Windows-TerminalServices-ServerUSBDevices,{dcbe5aaa-16e2-457c-9337-366950045f0a}
Microsoft-Windows-Tethering-Manager,{cc311f1f-623c-4ca4-ba44-a458016555e8}
Microsoft-Windows-Tethering-Station,{585cab4f-9351-436e-9d99-dc4b41a20de0}
Microsoft-Windows-TextPredictionEngine,{39a63500-7d76-49cd-994f-ffd796ef5a53}
Microsoft-Windows-ThemeCPL,{61f044af-9104-4ca5-81ee-cb6c51bb01ab}
Microsoft-Windows-ThemeUI,{869fb599-80aa-485d-bca7-db18d72b7219}
Microsoft-Windows-Thermal-Polling,{e8a7c168-81ee-465c-8e8e-d39a2ac1ca41}
Microsoft-Windows-Threat-Intelligence,{f4e1897c-bb5d-5668-f1d8-040f4d8dd344}
Microsoft-Windows-Time-Service,{06edcfeb-0fd0-4e53-acca-a6f8bbf81bcb}
Microsoft-Windows-Time-Service-PTP-Provider,{cffb980e-327c-5b87-19c6-62c4c3be2290}
Microsoft-Windows-TimeBroker,{0657adc1-9ae8-4e18-932d-e6079cda5ab3}
Microsoft-Windows-TPM-WMI,{7d5387b0-cbe0-11da-a94d-0800200c9a66}
Microsoft-Windows-TriggerEmulatorProvider,{f230d19a-5d93-47d9-a83f-53829edfb8df}
Microsoft-Windows-Troubleshooting-Recommended,{4969de67-439c-516f-f805-a82a4f905730}
Microsoft-Windows-TSF-msctf,{4fba1227-f606-4e5f-b9e8-fab9ab5740f3}
Microsoft-Windows-TSF-msutb,{74b655a2-8958-410e-80e2-3457051b8dff}
Microsoft-Windows-TSF-UIManager,{4dd778b8-379c-4d8c-b659-517a43d6df7d}
Microsoft-Windows-TunnelDriver,{4edbe902-9ed3-4cf0-93e8-b8b5fa920299}
Microsoft-Windows-TunnelDriver-SQM-Provider,{4214dcd2-7c33-4f74-9898-719ccceec20f}
Microsoft-Windows-TZSync,{3527cb55-1298-49d4-ab94-1243db0fcaff}
Microsoft-Windows-TZUtil,{2d318b91-e6e7-4c46-bd04-bfe6db412cf9}
Microsoft-Windows-UAC,{e7558269-3fa5-46ed-9f4d-3c6e282dde55}
Microsoft-Windows-UAC-FileVirtualization,{c02afc2b-e24e-4449-ad76-bcc2c2575ead}
Microsoft-Windows-UI-Input-Inking,{bf1db390-3e67-4d4d-a287-8958044a3db4}
Microsoft-Windows-UI-Search,{d8965fcf-7397-4e0e-b750-21a4580bd880}
Microsoft-Windows-UIAnimation,{e0a40b26-30c4-4656-bc9a-74a5c3a0b2ec}
